gene_name,functional,allele_name
TRBJ1-1,F,TRBJ1-1*01
TRBJ1-2,F,TRBJ1-2*01
TRBJ1-3,F,TRBJ1-3*01
TRBJ1-4,F,TRBJ1-4*01
TRBJ1-5,F,TRBJ1-5*01
TRBJ1-6,F,TRBJ1-6*01
TRBJ1-6,F,TRBJ1-6*02
TRBJ2-1,F,TRBJ2-1*01
TRBJ2-2,F,TRBJ2-2*01
TRBJ2-2P,ORF,TRBJ2-2P*01
TRBJ2-3,F,TRBJ2-3*01
TRBJ2-4,F,TRBJ2-4*01
TRBJ2-5,F,TRBJ2-5*01
TRBJ2-6,F,TRBJ2-6*01
TRBJ2-7,F,TRBJ2-7*01
TRBJ2-7,ORF,TRBJ2-7*02
